RecipeName,Cuisine,Quantity,Unit,Ingredient
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/4,teaspoon,Black pepper powder
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1,teaspoon,Lemon juice
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1,teaspoon,Coriander Dhania Leaves  chopped
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,2,,Green Chillies  slit
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1,cup,Fresh coconut  diced
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,,,Coriander Dhania Leaves  to garnish
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/2,cup,Potato Aloo  finely diced
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1,,Green Chilli
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,,,Salt  to taste
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/2,teaspoon,Sunflower Oil
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/2,teaspoon,Chaat Masala Powder
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,,,Black pepper powder  to taste
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/2,teaspoon,Sugar
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1,teaspoon,Turmeric powder Haldi
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1,cup,Poha Flattened rice
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1,cup,Green Moong Sprouts
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/2,teaspoon,Mustard seeds
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/4,cup,Onion  finely chopped
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/2,cup,Onion  finely chopped
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/4,cup,Tomato  finely chopped
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/4,teaspoon,Cumin powder Jeera
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1,,Carrot Gajjar  sliced to strips
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/2,teaspoon,Red Chilli powder
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1,teaspoon,Sugar
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,11/2,teaspoon,Lemon juice
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1/2,cup,Raw Peanuts Moongphali
Poha Breakfast Bowl Recipe With Sprouts & Crunchy Peanuts,Indian,1,teaspoon,Sunflower Oil
Bitter Gourd Juice Recipe - Karela Juice,Indian,1/2,teaspoon,Turmeric powder Haldi
Bitter Gourd Juice Recipe - Karela Juice,Indian,1,pinch,Salt
Bitter Gourd Juice Recipe - Karela Juice,Indian,,,Mint Leaves Pudina  few
Bitter Gourd Juice Recipe - Karela Juice,Indian,1/2,teaspoon,Black Salt Kala Namak
Bitter Gourd Juice Recipe - Karela Juice,Indian,1,,Ginge r
Bitter Gourd Juice Recipe - Karela Juice,Indian,2,teaspoons,Lemon juice
Bitter Gourd Juice Recipe - Karela Juice,Indian,2,,Karela Bitter Gourd/ Pavakkai  deseeded
Bitter Gourd Juice Recipe - Karela Juice,Indian,,,Honey  to taste optional
Bitter Gourd Juice Recipe - Karela Juice,Indian,,,Black pepper powder  a pinch
Tomato Methi Rice Recipe,Indian,4,,cloves Garlic
Tomato Methi Rice Recipe,Indian,4,cups,Rice  cooked
Tomato Methi Rice Recipe,Indian,1,teaspoon,Garam masala powder
Tomato Methi Rice Recipe,Indian,,,Salt  to taste
Tomato Methi Rice Recipe,Indian,3,,Tomatoes finely chopped
Tomato Methi Rice Recipe,Indian,1,teaspoon,Red Chilli powder
Tomato Methi Rice Recipe,Indian,1,inch,Ginger
Tomato Methi Rice Recipe,Indian,1,,Cinnamon Stick Dalchini
Tomato Methi Rice Recipe,Indian,2,teaspoon,Coriander Powder Dhania
Tomato Methi Rice Recipe,Indian,1,,Cardamom Elaichi Pods/Seeds
Tomato Methi Rice Recipe,Indian,2,cups,Methi Leaves Fenugreek Leaves  roughly chopped
Tomato Methi Rice Recipe,Indian,2,,Cloves Laung
Tomato Methi Rice Recipe,Indian,2,tablespoons,Ghee
Tomato Methi Rice Recipe,Indian,1,,Onion thinly sliced
Carrot Fenugreek Leaves Stir Fry (Recipe in Hindi),Indian,1,teaspoon,red chili powder
Carrot Fenugreek Leaves Stir Fry (Recipe in Hindi),Indian,,,as per taste
Carrot Fenugreek Leaves Stir Fry (Recipe in Hindi),Indian,1,,onion finely chopped
Carrot Fenugreek Leaves Stir Fry (Recipe in Hindi),Indian,,,Salt  2 tablespoons oil
Carrot Fenugreek Leaves Stir Fry (Recipe in Hindi),Indian,,,asafetida  a pinch
Carrot Fenugreek Leaves Stir Fry (Recipe in Hindi),Indian,2,,carrot s
Carrot Fenugreek Leaves Stir Fry (Recipe in Hindi),Indian,1,teaspoon,cumin
Carrot Fenugreek Leaves Stir Fry (Recipe in Hindi),Indian,1,teaspoon,mango powder
Carrot Fenugreek Leaves Stir Fry (Recipe in Hindi),Indian,11/2,teaspoon,coriander powder
Carrot Fenugreek Leaves Stir Fry (Recipe in Hindi),Indian,1/2,teaspoon,turmeric powder
Carrot Fenugreek Leaves Stir Fry (Recipe in Hindi),Indian,1,cup,fenugreek
Green Spinach & Oats Cutlet Recipe,Indian,1/2,teaspoon,Whole Black Peppercorns  pounded
Green Spinach & Oats Cutlet Recipe,Indian,1,cup,Spinach  chopped
Green Spinach & Oats Cutlet Recipe,Indian,,,Salt  to taste
Green Spinach & Oats Cutlet Recipe,Indian,1,inch,Ginger  grated
Green Spinach & Oats Cutlet Recipe,Indian,1,cup,Instant Oats Oatmeal
Green Spinach & Oats Cutlet Recipe,Indian,1,,Green Chilli  chopped
Green Spinach & Oats Cutlet Recipe,Indian,1/2,cup,Coriander Dhania Leaves  finely chopped
Green Spinach & Oats Cutlet Recipe,Indian,1/2,cup,Green peas Matar  steamed
Green Spinach & Oats Cutlet Recipe,Indian,1,,Lemon juiced
Green Spinach & Oats Cutlet Recipe,Indian,,,Sunflower Oil  as needed
Green Spinach & Oats Cutlet Recipe,Indian,1,teaspoon,Dried oregano
Cheese Masala Omelette Recipe,Indian,,,Salt  as required
Cheese Masala Omelette Recipe,Indian,2,tablespoons,Cheese  grated
Cheese Masala Omelette Recipe,Indian,2,tablespoons,Tomato  finely chopped
Cheese Masala Omelette Recipe,Indian,2,tablespoons,Onion  finely chopped
Cheese Masala Omelette Recipe,Indian,,,Coriander Dhania Leaves  finely chopped
Cheese Masala Omelette Recipe,Indian,1,,Green Chillies  finely chopped
Cheese Masala Omelette Recipe,Indian,1,teaspoon,Sunflower Oil
Cheese Masala Omelette Recipe,Indian,2,,Whole Eggs
Carrots Coriander Pakora Recipe - Carrots and Coriander Fritters Recipe,Indian,1/2,cup,green coriander  finely chopped
Carrots Coriander Pakora Recipe - Carrots and Coriander Fritters Recipe,Indian,1,,green chili  finely chopped
Carrots Coriander Pakora Recipe - Carrots and Coriander Fritters Recipe,Indian,3,tablespoons,gram flour
Carrots Coriander Pakora Recipe - Carrots and Coriander Fritters Recipe,Indian,,,salt  as per taste
Carrots Coriander Pakora Recipe - Carrots and Coriander Fritters Recipe,Indian,,,oil  to brush
Carrots Coriander Pakora Recipe - Carrots and Coriander Fritters Recipe,Indian,4,,carrots tightly
Pakodi Koora Recipes,Indian,,,Salt  as required
Pakodi Koora Recipes,Indian,1,tablespoon,Coriander Powder Dhania
Pakodi Koora Recipes,Indian,1/3,cup,Potato Aloo  cut into 2 cm cubes
Pakodi Koora Recipes,Indian,1/2,tablespoon,Coriander Dhania Seeds
Pakodi Koora Recipes,Indian,1/3,cup,Cauliflower gobi  cut into small florets
Pakodi Koora Recipes,Indian,2,teaspoons,Ginger Garlic Paste
Pakodi Koora Recipes,Indian,1/2,teaspoon,Turmeric powder Haldi
Pakodi Koora Recipes,Indian,,,Few sprig Coriander Dhania Leaves  chopped
Pakodi Koora Recipes,Indian,1/2,,Onion sliced
Pakodi Koora Recipes,Indian,4,tablespoons,Sesame seeds Til seeds
Pakodi Koora Recipes,Indian,,,Few Curry leaves
Pakodi Koora Recipes,Indian,1/2,cup,Gram flour besan
Pakodi Koora Recipes,Indian,1/3,cup,Brinjal Baingan / Eggplant  cut into 2 cm cubes
Pakodi Koora Recipes,Indian,11,teaspoon,Red Chilli powder
Pakodi Koora Recipes,Indian,11/2,tablespoons,Rice flour
Pakodi Koora Recipes,Indian,1/2,,Onion finely chopped
Pakodi Koora Recipes,Indian,,,Sunflower Oil  as needed
Pakodi Koora Recipes,Indian,2,tablespoons,Raw Peanuts Moongphali  skinned
Pakodi Koora Recipes,Indian,3,,Green Chillies  slit
Sweet And Spicy Thai Style Paneer Recipe,Indian,6,,Garlic finely chopped
Sweet And Spicy Thai Style Paneer Recipe,Indian,,,Coriander Dhania Leaves  chopped
Sweet And Spicy Thai Style Paneer Recipe,Indian,,,Salt and Pepper  as per taste
Sweet And Spicy Thai Style Paneer Recipe,Indian,2,,Green Chillies  finely chopped
Sweet And Spicy Thai Style Paneer Recipe,Indian,,,Roasted Peanuts Moongphali
Sweet And Spicy Thai Style Paneer Recipe,Indian,,,Lemon wedges
Sweet And Spicy Thai Style Paneer Recipe,Indian,2,tablespoons,Sriracha sauce
Sweet And Spicy Thai Style Paneer Recipe,Indian,1,tablespoon,Sunflower Oil
Sweet And Spicy Thai Style Paneer Recipe,Indian,1,tablespoon,Sesame seeds Til seeds  toasted
Sweet And Spicy Thai Style Paneer Recipe,Indian,1,,Lemon juiced
Sweet And Spicy Thai Style Paneer Recipe,Indian,,,Spring Onion Greens  chopped
Sweet And Spicy Thai Style Paneer Recipe,Indian,4,tablespoons,Thai Red Curry Paste
Sweet And Spicy Thai Style Paneer Recipe,Indian,,,Onion  sliced
Sweet And Spicy Thai Style Paneer Recipe,Indian,200,grams,Paneer Homemade Cottage Cheese  cut to small squares
Coconut Rice Pulao With Coconut Cream Recipe,Indian,,,Salt  as required
Coconut Rice Pulao With Coconut Cream Recipe,Indian,1,cup,Basmati rice
Coconut Rice Pulao With Coconut Cream Recipe,Indian,2,cups,Coconut milk
Coconut Rice Pulao With Coconut Cream Recipe,Indian,1/2,tablespoon,Fresh coconut  sliced
Coconut Rice Pulao With Coconut Cream Recipe,Indian,,,Ghee  as required
Coconut Rice Pulao With Coconut Cream Recipe,Indian,4,,Whole Black Peppercorns
Coconut Rice Pulao With Coconut Cream Recipe,Indian,2,,Cardamom Elaichi Pods/Seeds
Coconut Rice Pulao With Coconut Cream Recipe,Indian,1,,Bay leaves tej patta
Coconut Rice Pulao With Coconut Cream Recipe,Indian,1,tablespoon,Cashew nuts  sliced
Coconut Rice Pulao With Coconut Cream Recipe,Indian,1/4,cup,Green peas Matar
Coconut Rice Pulao With Coconut Cream Recipe,Indian,1/2,,Ginger finely grated
Coconut Rice Pulao With Coconut Cream Recipe,Indian,1/2,teaspoon,Cumin seeds Jeera
Coconut Rice Pulao With Coconut Cream Recipe,Indian,1,,Carrot Gajjar  peeled and finely chopped
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,2,cups,Fresh coconut  chopped or grated
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,1/2,teaspoon,Turmeric powder Haldi
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,1,teaspoon,Cumin powder Jeera
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,1,cup,Lukewarm Water
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,1,teaspoon,Garam masala powder
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,1,,Tomato finely chopped
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,,,Salt  to taste
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,4,,cloves Garlic  finely chopped
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,1,teaspoon,Coriander Powder Dhania
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,1,,Onion finely chopped
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,1/2,teaspoon,Whole Black Peppercorns  coarsely pounded
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,11/2,cups,Coconut milk
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,1,cup,Green peas Matar  steamed
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,2,,Cloves Laung
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,3,,Potatoes Aloo  peeled and diced
Potato And Peas Curry Recipe In Coconut Milk Gravy,Indian,1,inch,Ginger  finely chopped
Ajwaini Tomato Okra Recipe,Indian,1,teaspoon,Sugar
Ajwaini Tomato Okra Recipe,Indian,1,cup,Homemade tomato puree
Ajwaini Tomato Okra Recipe,Indian,2,tablespoons,Cashew nuts  soaked and ground to paste
Ajwaini Tomato Okra Recipe,Indian,,,Salt  to taste
Ajwaini Tomato Okra Recipe,Indian,1,teaspoon,Red Chilli powder
Ajwaini Tomato Okra Recipe,Indian,500,grams,Bhindi Lady Finger/Okra
Ajwaini Tomato Okra Recipe,Indian,1/4,teaspoon,Asafoetida hing
Ajwaini Tomato Okra Recipe,Indian,2,teaspoons,Ajwain Carom seeds
Bread Batata Vada Recipe-Crispy Bread Bonda Stuffed With Spicy Aloo,Indian,10,,Whole Wheat Brown Bread  white or brown
Bread Batata Vada Recipe-Crispy Bread Bonda Stuffed With Spicy Aloo,Indian,,,Salt  to taste
Bread Batata Vada Recipe-Crispy Bread Bonda Stuffed With Spicy Aloo,Indian,1,teaspoon,Lemon juice
Bread Batata Vada Recipe-Crispy Bread Bonda Stuffed With Spicy Aloo,Indian,23,cups,Sunflower Oil  for frying
Bread Batata Vada Recipe-Crispy Bread Bonda Stuffed With Spicy Aloo,Indian,1,inch,Ginger
Bread Batata Vada Recipe-Crispy Bread Bonda Stuffed With Spicy Aloo,Indian,1,cup,Water
Bread Batata Vada Recipe-Crispy Bread Bonda Stuffed With Spicy Aloo,Indian,3,,Potatoes Aloo  medium sized boiled and peeled
Bread Batata Vada Recipe-Crispy Bread Bonda Stuffed With Spicy Aloo,Indian,1/4,teaspoon,Turmeric powder Haldi
Bread Batata Vada Recipe-Crispy Bread Bonda Stuffed With Spicy Aloo,Indian,1,teaspoon,Sunflower Oil
Bread Batata Vada Recipe-Crispy Bread Bonda Stuffed With Spicy Aloo,Indian,23,,Green Chillies
Bread Batata Vada Recipe-Crispy Bread Bonda Stuffed With Spicy Aloo,Indian,1,tablespoon,Coriander Dhania Leaves  chopped
Spicy Mushroom And Broccoli Stir Fry Recipe Flavored With Tandoori Mayo,Indian,8,,Garlic minced
Spicy Mushroom And Broccoli Stir Fry Recipe Flavored With Tandoori Mayo,Indian,2,tablespoons,Del Monte Tandoori Mayo
Spicy Mushroom And Broccoli Stir Fry Recipe Flavored With Tandoori Mayo,Indian,1,cup,Broccoli  chopped
Spicy Mushroom And Broccoli Stir Fry Recipe Flavored With Tandoori Mayo,Indian,,,Salt  to taste
Spicy Mushroom And Broccoli Stir Fry Recipe Flavored With Tandoori Mayo,Indian,15,,Button mushrooms  chopped
Spicy Mushroom And Broccoli Stir Fry Recipe Flavored With Tandoori Mayo,Indian,2,,Tomatoes finely chopped
Spicy Mushroom And Broccoli Stir Fry Recipe Flavored With Tandoori Mayo,Indian,1/2,,Red Bell pepper Capsicum  julienne
Spicy Mushroom And Broccoli Stir Fry Recipe Flavored With Tandoori Mayo,Indian,2,tablespoons,Sunflower Oil
Spicy Mushroom And Broccoli Stir Fry Recipe Flavored With Tandoori Mayo,Indian,1/2,teaspoon,Red Chilli powder
Beetroot Poriyal Sabzi Recipe For Babies And Toddlers Over 10 months,Indian,1/2,teaspoon,Mustard seeds
Beetroot Poriyal Sabzi Recipe For Babies And Toddlers Over 10 months,Indian,1,,Beetroot diced small
Beetroot Poriyal Sabzi Recipe For Babies And Toddlers Over 10 months,Indian,,,Salt  a pinch
Beetroot Poriyal Sabzi Recipe For Babies And Toddlers Over 10 months,Indian,1/2,teaspoon,Butter
Beetroot Poriyal Sabzi Recipe For Babies And Toddlers Over 10 months,Indian,,,Asafoetida hing  a pinch
Beetroot Poriyal Sabzi Recipe For Babies And Toddlers Over 10 months,Indian,1,,sprig Curry leaves  finely chopped
Baked Paneer Bread Pakora Recipe,Indian,,,Butter  for brushing
Baked Paneer Bread Pakora Recipe,Indian,2,tablespoon,Mint Leaves Pudina  finely chopped
Baked Paneer Bread Pakora Recipe,Indian,200,grams,Paneer Homemade Cottage Cheese  grated/crumbled
Baked Paneer Bread Pakora Recipe,Indian,2,teaspoon,Red Chilli flakes
Baked Paneer Bread Pakora Recipe,Indian,,,Salt and Pepper  to taste
Baked Paneer Bread Pakora Recipe,Indian,10,,Whole Wheat Brown Bread  slices
Baked Paneer Bread Pakora Recipe,Indian,1,teaspoon,Ginger  grated
Baked Paneer Bread Pakora Recipe,Indian,2,tablespoon,Coriander Dhania Leaves  finely chopped
Roasted Peanut & Fried Gram Chikki Recipe,Indian,3/4,cup,Roasted Gram Dal Pottukadalai
Roasted Peanut & Fried Gram Chikki Recipe,Indian,1,cup,Roasted Peanuts Moongphali  halved
Roasted Peanut & Fried Gram Chikki Recipe,Indian,2,tablespoons,Ghee
Roasted Peanut & Fried Gram Chikki Recipe,Indian,2,cups,Jaggery  grated
Nariyal Ki Kheer Recipe - Coconut Pudding,Indian,1,tablespoon,Whole cashews  chopped
Nariyal Ki Kheer Recipe - Coconut Pudding,Indian,,,Saffron strands  a pinch
Nariyal Ki Kheer Recipe - Coconut Pudding,Indian,3/4,cup,Sugar  adjustable
Nariyal Ki Kheer Recipe - Coconut Pudding,Indian,1,,Fresh coconut  grated
Nariyal Ki Kheer Recipe - Coconut Pudding,Indian,1,tablespoon,Badam Almond  chopped
Nariyal Ki Kheer Recipe - Coconut Pudding,Indian,1/2,teaspoon,Cardamom Powder Elaichi
Nariyal Ki Kheer Recipe - Coconut Pudding,Indian,1,tablespoon,Pistachios  chopped
Nariyal Ki Kheer Recipe - Coconut Pudding,Indian,1,liter,Milk
Cucumber Pineapple Raw Mango Salad Recipe,Indian,1/2,cup,Mango Raw  diced
Cucumber Pineapple Raw Mango Salad Recipe,Indian,1/4,cup,Green Chutney Coriander  Mint
Cucumber Pineapple Raw Mango Salad Recipe,Indian,1/2,cup,Pineapple  diced
Cucumber Pineapple Raw Mango Salad Recipe,Indian,1,cup,Cucumber  diced
Cucumber Pineapple Raw Mango Salad Recipe,Indian,2,,sprig Mint Leaves Pudina  roughly torn
Curd Oats Recipe,Indian,1,,Green Chilli  finely chopped
Curd Oats Recipe,Indian,3,tablespoons,Instant Oats Oatmeal
Curd Oats Recipe,Indian,1/2,teaspoon,Mustard seeds
Curd Oats Recipe,Indian,,,Salt  to taste
Curd Oats Recipe,Indian,11/2,cup,Curd Dahi / Yogurt  beaten to a smooth consistency
Curd Oats Recipe,Indian,1,cup,Water
Curd Oats Recipe,Indian,1/2,teaspoon,Chana dal Bengal Gram Dal
Curd Oats Recipe,Indian,,,pinch Asafoetida hing
Curd Oats Recipe,Indian,1,teaspoon,Sunflower Oil
Curd Oats Recipe,Indian,1,inch,Ginger  finely chopped
Curd Oats Recipe,Indian,1,,sprig Curry leaves
Makki Paneer Pakora Recipe,Indian,2,,Green Chillies
Makki Paneer Pakora Recipe,Indian,10,,Curry leaves  finely chopped
Makki Paneer Pakora Recipe,Indian,1/4,cup,Gram flour besan
Makki Paneer Pakora Recipe,Indian,1/4,cup,Onion  finely chopped
Makki Paneer Pakora Recipe,Indian,1/2,inch,Ginger
Makki Paneer Pakora Recipe,Indian,,,Salt  as needed
Makki Paneer Pakora Recipe,Indian,11/4,cup,Sweet corn  mashed
Makki Paneer Pakora Recipe,Indian,1,teaspoon,Fennel seeds Saunf
Makki Paneer Pakora Recipe,Indian,2,tablespoon,Coriander Dhania Leaves  finely chopped
Makki Paneer Pakora Recipe,Indian,100,grams,Paneer Homemade Cottage Cheese  grated
Makki Paneer Pakora Recipe,Indian,,,Sunflower Oil  to deep fry
Habshi Halwa Recipe,Indian,1,liter,Milk  with full cream
Habshi Halwa Recipe,Indian,5,,Saffron strands
Habshi Halwa Recipe,Indian,4,tablespoon,Ghee
Habshi Halwa Recipe,Indian,1/2,cup,Slivered Almonds Badam
Habshi Halwa Recipe,Indian,1/2,teaspoon,Cardamom Powder Elaichi
Habshi Halwa Recipe,Indian,3,tablespoons,All Purpose Flour Maida
Habshi Halwa Recipe,Indian,1/4,teaspoon,Lemon Salt  mixed in 2 teaspoon water
Habshi Halwa Recipe,Indian,1,tablespoon,Cocoa Powder  unsweetened
Habshi Halwa Recipe,Indian,1,tablespoon,White vinegar
Habshi Halwa Recipe,Indian,1/2,cup,Sugar
Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,Indian,1,teaspoon,Cumin powder Jeera
Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,Indian,,,Salt  to taste
Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,Indian,1/2,,Whole Black Peppercorns  coarsely pounded
Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,Indian,1,,Onion finely chopped
Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,Indian,,,Carrots Gajjar  finely chopped
Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,Indian,2,tablespoons,Ragi Flour Finger Millet/ Nagli
Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,Indian,1/4,cup,Green beans French Beans  finely chopped
Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,Indian,1/2,cup,Badam Almond  soaked
Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,Indian,1,tablespoon,Ghee
Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,Indian,1,inch,Ginger  finely chopped
Brinjal Capsicum Sabji Recipe,Indian,1,tablespoon,Red Chilli powder
Brinjal Capsicum Sabji Recipe,Indian,,,Coriander Dhania Leaves  chopped
Brinjal Capsicum Sabji Recipe,Indian,1,,Green Bell Pepper Capsicum  diced
Brinjal Capsicum Sabji Recipe,Indian,1/2,tablespoon,Coriander Powder Dhania
Brinjal Capsicum Sabji Recipe,Indian,,,Salt  to taste
Brinjal Capsicum Sabji Recipe,Indian,1/2,tablespoon,Garam masala powder
Brinjal Capsicum Sabji Recipe,Indian,1/2,tablespoon,Asafoetida hing
Brinjal Capsicum Sabji Recipe,Indian,5,,Garlic chopped finely
Brinjal Capsicum Sabji Recipe,Indian,1,tablespoon,Turmeric powder Haldi
Brinjal Capsicum Sabji Recipe,Indian,2,,Green Chillies  chopped
Brinjal Capsicum Sabji Recipe,Indian,1,,Tomato chopped
Brinjal Capsicum Sabji Recipe,Indian,,,Sunflower Oil  as required
Brinjal Capsicum Sabji Recipe,Indian,2,,Brinjal Baingan / Eggplant  diced long variety
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,6,,Whole Black Peppercorns
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,1,teaspoon,Cumin powder Jeera
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,1,,Tomato finely chopped
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,5,,Amchur Dry Mango Powder  whole
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,5,,sprig Coriander Dhania Leaves  finely chopped to garnish
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,1,tablespoon,Ghee
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,1,tablespoon,Ginger Garlic Paste
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,50,grams,Arhar dal Split Toor Dal
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,50,grams,Masoor Dal Whole
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,,,Sunflower Oil  as required
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,,,Salt  to taste
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,2,teaspoons,Red Chilli powder
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,1,teaspoon,Turmeric powder Haldi
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,1,kg,Bottle gourd lauki  chopped into cubes
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,3,,Onions finely sliced
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,150,grams,Chana dal Bengal Gram Dal
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,2,,sprig Mint Leaves Pudina
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,750,grams,Mutton
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,2,inch,Cinnamon Stick Dalchini
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,2,teaspoons,Coriander Powder Dhania
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,4,,Cardamom Elaichi Pods/Seeds
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,2,,Bay leaf tej patta
Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,Indian,1,teaspoon,Cumin seeds Jeera
Mango Rice Recipe,Indian,,,Salt  as required
Mango Rice Recipe,Indian,1,teaspoon,White Urad Dal Split
Mango Rice Recipe,Indian,,,Sunflower Oil  as required
Mango Rice Recipe,Indian,,,Water  as required
Mango Rice Recipe,Indian,2,,Dry Red Chilli
Mango Rice Recipe,Indian,11/2,cups,Mango Ripe  raw unripe
Mango Rice Recipe,Indian,1,teaspoon,Mustard seeds
Mango Rice Recipe,Indian,1/2,cup,Fresh coconut  grated
Mango Rice Recipe,Indian,2,tablespoons,Jaggery
Mango Rice Recipe,Indian,1/4,cup,Raw Peanuts Moongphali
Mango Rice Recipe,Indian,,,pinch Asafoetida hing
Mango Rice Recipe,Indian,1/4,teaspoon,Turmeric powder Haldi
Mango Rice Recipe,Indian,11/2,cups,Rice
Mango Rice Recipe,Indian,,,pinch Asafoetida hing  pinch of asafoetida
Mango Rice Recipe,Indian,1,,sprig Curry leaves
Dal Chawal/ Paruppu Sadam -Baby & Toddler Recipe above 10 months,Indian,1/4,cup,Rice
Dal Chawal/ Paruppu Sadam -Baby & Toddler Recipe above 10 months,Indian,1,teaspoon,Butter
Dal Chawal/ Paruppu Sadam -Baby & Toddler Recipe above 10 months,Indian,1/2,cup,Water
Dal Chawal/ Paruppu Sadam -Baby & Toddler Recipe above 10 months,Indian,,,Salt  a pinch
Dal Chawal/ Paruppu Sadam -Baby & Toddler Recipe above 10 months,Indian,,,Asafoetida hing  a pinch
Dal Chawal/ Paruppu Sadam -Baby & Toddler Recipe above 10 months,Indian,1/4,cup,Yellow Moong Dal Split
Dal Chawal/ Paruppu Sadam -Baby & Toddler Recipe above 10 months,Indian,1/4,teaspoon,Turmeric powder Haldi
